0,1.01E+18,2018-06-23 16:35:17+00:00,sanitycheck99 igiorlando altuscis presssec potus deport them where theres no documentation they dont speak much english and they may not even tell the truth if they can communicate clearly until you know when someone belongs how can you send them there
0,1.14E+18,2019-06-18 23:55:12+00:00,want to know your immigration rights or help someone watch these videos from the aclu in spanish urdu arabic haitian creole russian mandarin aclusocal 
1,8.25E+17,2017-01-28 05:52:59+00:00,unesco vietnammonarchvictorialuudinh republicvietnamvn chinese invaders destroyed environment amp killed thousands vietnamese in north vn
0,1.13E+18,2019-05-05 13:22:56+00:00,emails like this make my day ive read a few immigrants deportation stories recently particularly one about cambodian refugees yours is well researched and showed the impacts of such on all those involved
0,1.06E+18,2018-11-17 09:53:27+00:00,"democrats who are we hispanic
black
white
native american
indian
muslim
christian
jewish
buddhist
atheist
disabled
men
women
lgbtqa
immigrants
all ages
health
wealth certain i missed noting quite many and do apologize nobody is better than anybody dnc"
0,1.55E+18,2022-07-28 15:07:35+00:00,"a lot of people outside of nigeria arent familiar with agbor in ika land oe who is this weeks guest helps in fixing that for us check out the conversation podcast dopeblackpods podnation storytelling
learning immigrants support "
0,1.23E+18,2020-02-12 01:02:42+00:00,today would be my grandfathers 116th birthday he was christened mato vlaison of croatian immigrants my great grandparents karlo and ana died young after working for others in local govt and a savings and loan in a steel mill town he loved us and would be worried today
1,1.07E+18,2018-11-27 15:26:41+00:00,the media has been brainwashing americans they keep referring to these criminals as immigrants they have been given many opportunities to do this legally yet they decide to invade mexico to get to our border and invade us
1,1.13E+18,2019-05-31 00:47:07+00:00,realdonaldtrump j5 tarrif on everything from mexico until the immigrants stop coming 
0,8.22E+17,2017-01-19 19:27:26+00:00,uscybrcom vietnammonarchvictorialuudinh vnch rvn chinese invaders violated the udhr of dec10 1948 article 172 property 
0,1.04E+18,2018-09-04 21:11:58+00:00,maybe some have lived in cuba or venezuela or some other failed latam socialist country they are fleeing these places cant we trade dems for immigrants who want in the country net positive and both sides get what they want 
1,1.09E+18,2019-01-20 22:27:19+00:00,sendavidperdue potus illegal immigration for democrats are there votes its there meal ticket even majority of legal spanish immigrants what the wall because there future is in jeaooardy as well as ours 
1,1.34E+18,2020-12-31 13:44:33+00:00,reuters iamsadeqahmed send him back to turkey
0,1.50E+18,2022-02-22 16:30:50+00:00,the son of ukrainian immigrants lol 
0,1.17E+18,2019-09-20 03:52:15+00:00,i parenthesized the word women because truly you could insert any oppressed population in there immigrants refugees african americans native americans etc etc the list thus continues quote from susan b anthony c 1873 
0,8.26E+17,2017-01-29 19:01:24+00:00,if there was a 90 day ban on syrian immigrants when steve jobs biological father was rolling through wed all be tweeting from a landline
1,9.54E+17,2018-01-19 22:21:08+00:00,kieltycandace nancypelosi as a descendent of irish 6th generation illegal immigrants yall can kiss my ass ya phony ignorantfs
0,1.02E+18,2018-07-15 21:13:38+00:00,jrepodcast rubinreport id like to suggest an interview with jason hill a black gay man who grew up in jamaica surrounded by socialists read ayn rand and chose to come to america to study phd philisophy and teach de paul univ 
0,7.11E+17,2016-03-19 01:12:36+00:00,latimes just a few us bases in europe used to help eu process suffering immigrants food beds hospitals please
1,1.16E+18,2019-07-30 13:32:37+00:00,realdonaldtrump andypuzder mariabartiromo china is doing great because they are the real ones taking our jobs not immigrants
0,1.20E+18,2019-12-09 13:49:38+00:00,they said he was racist then they said he was misogynist and racist then he hates immigrants then people with disabilities then gold star families then he was hitler then he was colluding with russia now he needs ukraine to help with biden i skipped a lot too scary folks
0,1.16E+18,2019-07-27 12:15:28+00:00,"that outraged the european immigrantsirish italian czech and polishwhod traditionally held those jobs
red summer in chicago 100 years after the race riots "
1,1.10E+18,2019-03-08 11:24:40+00:00,1929 zyklonb is not profitable in germany but the us government buys it to fumigate freight trains amp the clothing of mexican immigrants nazis take notice
0,1.18E+18,2019-10-05 14:59:24+00:00,faroeleanor serenegrace5 revelanna realdonaldtrump of course it matters how they got here if trump says we dont have room for asylum seekers and majority of our illegal immigrants are overstays how can we suddenly afford to accept visas from poland
1,1.15E+18,2019-07-17 20:12:43+00:00,gop axios realdonaldtrump thats because theyre stupid there are more illegal immigrants in his country than with obama trump lies to these people and they believe it ey they were stupid enough to believe mexico was going to pay for the nonexistent wall on and there was no raid on sunday
1,1.09E+18,2019-02-09 04:29:03+00:00,seanhannity she is a liar send her back to iran
0,1.14E+18,2019-06-02 14:28:02+00:00,wittlenobody one person isnt indicative of europe your friends american then his eu wife had a reason to leave that was nothing to do with immigrants to eu also it offends me how ppl never see a real human side of migration just nonsense stories about taking over a tiny town in sweden
0,1.46E+18,2021-11-24 16:01:28+00:00,migrants heading for uk die after boat sinks rescue operation is under way near the port of calais after a fisherman sounded the alarm a spokesman for the french coastguard on worries for illegal immigrants 
0,1.33E+18,2020-11-07 17:03:48+00:00,tears of joy a black woman a woman of indian descent a daughter of immigrants a woman is our vice president 
0,1.01E+18,2018-06-24 16:32:43+00:00,lynnv378 govmikehuckabee you cant be serious with that statement its a gang that formed from salvadoran immigrants you invalidated claim with that pitiful inference
1,1.01E+18,2018-06-26 21:38:57+00:00,abc history is going to say we finally have a president in protecting his people yes all of us cane from immigrants but the majority of those immigrants waited to enter the country legally amp most of them came from europe not south of us
1,1.13E+18,2019-05-05 16:27:37+00:00,narendramodi india is not helpless and poor it has been looted again and again by muslim invaders british and its own leaders who were more worried about giving money to new pakistan and less to starvation in west bengal
0,1.37E+18,2021-03-22 19:50:59+00:00,"we are just asking for fairness legal immigration is broken delay in passing fairness bill delay in protecting american workers
repzoelofgren you are letting indian immigrants down again
lofgrenswiftlymeansnever voteyesforfairnessbill
"
0,8.78E+17,2017-06-23 18:19:49+00:00,"venezuela sos 2017
venezuela isnt about politics is a about the cuban invaders amp the international drug cartels"
0,1.06E+18,2018-10-24 09:15:40+00:00,geraldo rivera said central american immigrants are traveling to the us because they are desperate to improve their lot in life 
0,1.42E+18,2021-08-09 20:36:01+00:00,china deserves our help they worked there asses off in both ww and nearly starved and die for us they are loyal but they are hungry for there hard work be of value mfachina tell yo zero loves you and see value as 4 immigrants seeking asylum or citizenship abolish
0,1.11E+18,2019-04-06 19:40:50+00:00,weinsteinlaw and this from a deranged man who lied last week that his father was an immigrant born in germany so is it just hispanic and muslim immigrants that are objectionable to trump what a racist
1,1.16E+18,2019-08-06 18:01:38+00:00,geraldorivera get real geraldo 1000s of migrants coming from central america invading our country amp breaking our laws is not an organic movement rather its highly organized amp funded organizers are preying on emotions of desperation and youre not lawabiding if u enter us illegally
1,1.42E+18,2021-07-16 12:29:21+00:00,biden amp his admin is the worst president amp admin ever in the usa they do not represent the mass majority of the usa citizens or illegal immigrants they are working hard to destroy this country to give themselves power over our lives building another nazi germany russia cuba
0,5.58E+17,2015-01-20 22:14:47+00:00,in light of the attack people have brought up hatred of immigrants in france as cause others say thats still no justification
0,1.00E+18,2018-06-03 13:11:06+00:00,france24en bronxilla italian children are no less important than immigrants and their childrenthe crime rate in europe is skyrocketing
0,1.59E+18,2022-11-18 06:07:00+00:00,fleetwoodman1 thegurumerc ive heard a hundred thousand words about chaos and immigrants through the border this is the arizona mexico border ive been in this area millions of times and ive yet seen or come across the immigrants crossing the border where are they 
0,8.02E+17,2016-11-24 16:05:23+00:00,hungarian pm viktor orban declares to illegal muslim invaders get out of hungary and dont come 
0,7.14E+17,2016-03-26 13:11:14+00:00,foxandfriends the european immigrants r exactly the same as our illegal immigrants free everything shame on us our citizens r worse off
0,1.07E+18,2018-11-27 15:18:55+00:00,charliekirk11 people seeking asylum from terrible conditions in their country kirk remember the st louis a ship of jewish immigrants turned away so they returned to nazis germany and their deaths
0,1.05E+18,2018-10-11 00:24:57+00:00,jackrus44698878 chrisbflix seanmcdcrimzoo earlier today i watched and wrote a review of invaders of the lost gold starring indonesian beauty laura gemser
0,6.79E+17,2015-12-22 20:26:51+00:00,the share of immigrants in the population is higher in france than in the us 
0,4.86E+17,2014-07-07 18:55:48+00:00,im 40 canadian 20 german 10 irish 6 romanian 43 californianwhite people immigrants suck also white people
0,6.01E+17,2015-05-21 20:34:04+00:00,let as learn from the past and once again strive to remove traitors oppressors and invaders that are in our blessed country now somalia
0,1.50E+18,2022-02-24 13:21:01+00:00,ukraine we dont have some of those scud missiles that we used when iraq attacked kuwait under bush we must help ukraine from this bully putin my prayers go with ukraine as the civilians try to escape we must help turkey handling the influx of immigrants
0,7.72E+17,2016-09-02 00:54:59+00:00,if immigrants hate there country so much if you hate your leader if you hate mexico why come to america why hate donald trump
0,1.19E+18,2019-10-22 11:06:27+00:00,dvatw these immigrants are hurting local people and the government is supporting the immigrants shame on the german government
0,8.24E+17,2017-01-23 15:55:44+00:00,potus vietnammonarchvictorialuudinh rvn communist srv drvn chxhcnvn support chinese invaders destroyed environment amp tortured vietnamese
0,1.03E+18,2018-08-07 23:17:23+00:00,lokiloptr my husband works with a lot of ukrainian immigrants and no they are not all legal but they are white and therefore blend in easier sad
0,1.52E+18,2022-05-02 00:53:39+00:00,reutersworld omgltgtomniabsoluteuniversesgravity the ukrainians were treating the russias immigrants like israel treats the palestinians in their territory that what the impasse is about and it has been happening since 1922 when is usa going to assist brittney griner in russias jail 
0,1.24E+18,2020-03-31 02:02:24+00:00,thomaskaine5 china amp s korea have been successful why arent we following in their footsteps instead of trying to reinvent the fucking wheelimo rs want to get rid of immigrants poc and poor people resulting in a small govt theyll do anything to get it
1,1.54E+18,2022-06-28 21:03:30+00:00,joebiden and democrats are about to hop alllll over this mexican border illegal immigrants being found dead in a trailer if the republicans didnt want the border shut amp they werent racist amp wanted more hispanics in the us this wouldnt have happened all trumps fault
0,4.42E+17,2014-03-08 11:22:28+00:00,"the crimera is a natural pen for military capture of russian invaders let em flow in and close the door
turn out lights
lotovodka"
0,1.08E+18,2019-01-12 15:18:13+00:00,breakingbrown a lot of black people in the country are immigrantsthat was angelaryes pointlots of black people from haiti africa s america and so on are here too and contributewhite folks that see black people as nias dont discriminate what kinda niastop
0,6.72E+17,2015-12-02 21:54:10+00:00,people ask why is greektown only filled with restaurants because most immigrants that came from greece were agricultural caitlin buros
1,1.09E+18,2019-01-30 20:48:43+00:00,how much you want to bet melania is a russian mole planted by the soviets put them both on air force 1 and send them back to mother russia realdonaldtrump 
0,8.00E+17,2016-11-18 21:16:01+00:00,thetimes merkel throws immigrants under bus to protect german economic hegemony
0,8.34E+17,2017-02-20 15:19:35+00:00,as its population of english learners soars albany prepares to launch newcomer academy for immigrants and refugees 
0,1.10E+18,2019-02-25 02:01:23+00:00,stalejokez my parents have had very similar experiences so im not dismissing those struggles my point is theres a reason immigrants from africa and west indies are much more likely to be college educated than african americans
0,1.07E+18,2018-12-13 22:22:38+00:00,theatlantic why does the son of immigrants want to uproot vietnam refuges oh wait they are not white
0,1.36E+18,2021-02-18 06:16:05+00:00,the irony this republican wants a wall on the border and is against mexican immigrants but he really like to vacation in our beaches an be served by hardworking mexicans with a pandemic still going on all while his state is freezing and people is suffering 
1,1.20E+18,2019-11-22 02:44:51+00:00,jno24 raicestexas bailfundnetwork agreed separation is horrible send them back to mexico with their deported parents the fact that an illegal ailiens child becomes a citizen is stupid that needs to change
0,6.67E+17,2015-11-19 21:53:59+00:00,more mexican immigrants leaving us than entering pew 
0,5.81E+17,2015-03-26 11:38:31+00:00,mikekellypa imagine a usa without immigrants without equality4all is other cuba keepimmigrantsdeporttedcruz 
0,1.03E+18,2018-08-22 17:41:02+00:00,realdonaldtrump obama the man who had hit squads all over the world killing wholw families check ot out especially in afghanistan he also deport more illeal immigrants than any other president in the history of america
0,7.27E+17,2016-05-02 03:34:49+00:00,lexingtonbobby crisshoog danscavino donaldjtrumpjr these would be considered illegal immigrants and canada probably wont let them in
1,1.11E+18,2019-03-12 15:12:36+00:00,this is terrible mexican and all southern invaders do the same thing only they just wire the money to bank accounts 
0,1.10E+18,2019-02-18 03:29:16+00:00,6 illegal immigrants linked to mexican cartel arrested in nc for drug trafficking operation officials say 
0,1.08E+18,2018-12-28 12:00:48+00:00,blueyes0209 marklutchman so when ur family came from europe or where ever ur from we shouldve not allowed them in but now that ir family is settled in the us u hiys want a wall when ur family were immigrants at some point i would really love to jesr ur responsr bc u guys seem to forget that this
0,1.03E+18,2018-08-24 17:39:36+00:00,realdonaldtrump funny how everyone is so worried about russia interfering in the 20182020 election and yet the democrats are allowing illegal immigrants to vote congrats to ohios troy balderson holding on to the seat for the republican party vote republican in november and keep illegals out
0,1.01E+18,2018-06-27 00:55:35+00:00,"can americans sustain its own commerce can passion to work at odds jobs help previously by immigrants
100 bathrooms to clean
10 larger gardens just a starters
my reply
dont know how to clean a bowl
98
2 can sheet on it
pardon my english
ft queeneliofallah "
1,1.50E+18,2022-03-18 23:46:13+00:00,nypost cant we just send him back to the ukraine possibly with a big bullseye on his shirt 
0,1.42E+18,2021-07-24 17:01:51+00:00,faberganza saracarterdc harris told immigrants from guatemala dont come they told the cubans the same thing sound like their policy is consistent
0,9.76E+17,2018-03-21 13:48:14+00:00,theyre always nut job white guys im sure theyre immigrants from norway lol 
0,5.07E+17,2014-09-01 21:32:15+00:00,raft full of cuban immigrants washes ashore on south padre island tonyhtonyh rgv immigration365 aclutx miaclu
0,1.12E+18,2019-04-08 12:55:26+00:00,immigrants know more about our gov than our own gov in the past the germans italians irish jewish people all retained their identity what is different now all should should should be proud of their heritage cspanwj
0,3.34E+17,2013-05-13 06:10:13+00:00,i was salsa dancing with portuguese immigrants for the last 2 12 hoursi want to thank victor cruz for preparing me for this night
0,8.43E+17,2017-03-17 12:45:55+00:00,trump is nodding lets be honest he would gladly take irish immigrants they arent brown people he doesnt like the brown sad 
0,1.58E+18,2022-10-04 15:25:08+00:00,marianamundi bfmtv elle est tellement pire que plus dun millions dimmigrants font la demande dune carte verte des étatsunis et du pr au canada cest comme les russes qui acclament poutine mais vivent dans loccident avec toutes les libertés et du travail bien rémunéré
0,1.39E+18,2021-05-13 16:11:55+00:00,"to celebrate asian american pacific islander heritage month this weeks focus is on the histories of asian immigrants and the people of the pacific islands who have contributed to the fabric of our nation
"
0,6.95E+17,2016-02-02 17:34:32+00:00,jongarysteele so who emerges from the gop cesspool a canadian born hater of immigrants a fascist blowhard amp a lightweight newbie wow
0,1.07E+18,2018-12-01 18:23:22+00:00,bristolbj diamondandsilk foxandfriends in what planet do you live who do you think does the menial labor most americans refuse to do we have always accepted immigrants and they have always made our country stronger as a partial american indian owning land on a reservation get your immigrant butt out first
0,1.21E+18,2019-12-26 18:03:53+00:00,noeleneathome elisestefanik realdonaldtrump speakerpelosi i thought about your reply and i found it interesting that someone from ireland would talk about immigrants many irish immigrants came to america most legally but some illegally do we turn our backs on everyone who needs help real americans lead by example and show the 
0,1.34E+18,2020-12-19 23:51:20+00:00,lilradishn from your tweet its about america being stupid amp some parts are but not all you might want visit the substandard education immigrants receive in france creating an under society wherein young people are being forced into petty crime to make a living to be radicalized in jail
1,1.36E+18,2021-02-13 22:11:11+00:00,welcome white people we told you when he said the first black president wasnt born here and that mexican immigrants generally were all criminals and rapists back in 2011 amp 2015 
0,9.52E+17,2018-01-11 23:41:32+00:00,pagechris75 but as you are homeless the immigrants are guaranteed money housing food and medical these are all the things that you are guaranteed at as a citizen of france this is disgraceful what our governments are doing to us
0,1.01E+18,2018-07-04 19:27:53+00:00,celebrating america its freedom democracy and independence this 4thofjuly at the korean friendship bell in sanpedro we are a nation of immigrants and also celebrated the uskorean relationship may we strive for peace and reunification ca44 
1,1.59E+18,2022-11-07 23:05:43+00:00,jrobertjohnson4 jojofromjerz elonmusk gop send him back to south africa yall he is used to the apartheid regime mentality
0,1.01E+18,2018-06-18 19:26:53+00:00,unless youre native indian were all immigrants my 3× great grandfather was a slave his children were born into slavery their children were share croppers still a slave they were raped by people with the kidnap the children mentality that we see today soif u with it
0,1.27E+18,2020-06-05 01:26:09+00:00,solidarity with our african immigrants from angola 
1,1.15E+18,2019-07-20 11:17:13+00:00,andrewcmccarthy nro she married her brother to commit immigration fraud tax fraud student loan fraud she should be arrested and on trial for at least that i want to throw her out of congress off my tv send her back to somalia it would be so easy realdonaldtrump
0,7.38E+17,2016-06-01 16:18:53+00:00,dromm calls on us to grant temporary protected status 2 ecuadorian immigrants in light of earthquake in ecuador 
0,1.23E+18,2020-02-24 17:42:39+00:00,lastweektonight fascism is in fashion stop it turning our back on the worlds refugees amp immigrants some our neighbors amp friends on this wholly stolen north american landmass makes us no better than nazis borders the constructs of evil men by lrbitisnot 
0,1.28E+18,2020-06-24 19:03:23+00:00,invaders invade with single purpose lootou tay phutoo these fucktards had no biz in india in first place just saying even sufis did no favor they just diluted the religion around confusing cocktail that worked for no one in real life 
1,8.42E+17,2017-03-16 00:27:17+00:00,fed judge in hawaii blocked potus exorder to ban immigrants so boycotthawaii until insanity from left is locked up
0,1.18E+18,2019-10-04 06:28:40+00:00,finolak for most of us history blacks amp irish immigrants were pitted against each other for the dregs of resources it was only when they saw their shared disenfranchisement that they became allies the help will always have the back of the help over the ways of the masters
0,9.96E+17,2018-05-15 13:49:40+00:00,mundoedgar clevertitletk most of us are although there are those that feel they arent because their great grandparents were the immigrants and you can seem them to tell a dark skinned native american to go back where they care from or bitch to a woman speaking navajo that they need 2 speak our language
0,1.56E+18,2022-08-21 15:01:16+00:00,tin man joe amp thedemocrats are clueless about what usa citizens want every latino asian european african immigrants to america needed voter id to vote in their old country amp expect this in their new country voter id makes immigrants feel safe lawlessness does not gop 
1,1.52E+18,2022-05-06 21:13:33+00:00,wordnerdgh donwinslow you were trump did not cause any of the problems we face as a nation not inflation supply issues mass illegal immigrants and more all brought to you by your beloved democrats biden knew how to destabilize russia because he already did it to us
0,1.20E+18,2019-11-19 23:05:25+00:00,dsmdshop marieshawanda thebigtizzle theblackchannel no no no im american just some one from germany is german i may have some ancestry tied to africa but my lineage is this country that my forefathers built we are not immigrants africans dont even call themselves black or african american they call themselves nigerian
0,8.23E+17,2017-01-22 23:11:25+00:00,"trumpselffunds youtube my life is patriotic come from generations of veterans
a mixture of european immigrants canadian english and native american"
0,7.32E+17,2016-05-16 19:11:51+00:00,sex manual for muslim migrants to germany sets off backlash 
0,1.06E+18,2018-11-02 05:36:37+00:00,zipmeupjefe xyllek maxwastaken kanyewest mexico has offered them asylum they have refused the offer so are they really asylum seekers or are they just migrants emigrants with goals to become immigrants in the us
1,1.09E+18,2019-01-17 05:00:14+00:00,illegal immigrants end game is us jobs welfare hospitals amp medicaid they usurping our country but dont assimilate la looks like mexico why go to another country just to make it as bad as the one you came from time for south america to take care of its own people
0,8.96E+17,2017-08-11 14:27:38+00:00,luis garcia of pacific clinics of ca talks about lack of access to mental health care for immigrants new arrivals reachhealthcare hdfkc 
1,9.61E+17,2018-02-07 15:56:04+00:00,deport them let them go back to their country since they value this abuse so much female genital mutilation its happening here girls are being taken out of ireland 
0,7.58E+17,2016-07-27 14:28:16+00:00,the white house along with many other monuments in dc were built by not only slaves but immigrants from ireland scotland and other nations
0,9.05E+17,2017-09-06 04:55:17+00:00,30 000 arrived between 1849 amp 1856 it was the largest group of immigrants discover more on sunday at the french residence free event 
0,1.10E+18,2019-02-13 18:35:34+00:00,founding fathers fought for our land for their own future generations to have amp be free we need our land for our future generations immigrants shd be allowed in on merit and limited number from each country whens the last time you heard a scottish or french accent 
0,6.01E+17,2015-05-20 13:10:23+00:00,ahilliardm all those eastern european immigrants like my grandparents what say you chicken cheesesteaks
0,7.71E+17,2016-08-31 20:41:15+00:00,not sure if anyone noticed that now realdonaldtrump blames the immigrants from south and central america going into mexico
0,6.73E+17,2015-12-06 00:26:08+00:00,"poland no invaders
new polish government refuses to accept any nonwhite invaders redstate nra patriots ccot"
0,1.20E+18,2019-11-25 02:09:34+00:00,us immigrants are so creative and we transcend borders and distances pictured my homegirl luciaallain1 facetiming her mom in new york from la to show her a musical group from their native peru in nyc crying 
1,8.19E+17,2017-01-12 01:21:02+00:00,minivansareevil lucidelsignore kellyannepolls ac360 cnn no you didnt we were talking about illegals from mexico
0,9.52E+17,2018-01-12 22:30:44+00:00,scaruso5555 tpcarney when you couple what he said about more immigrants from norway its pretty clear that hes talking about people of color you may recall his comments about an indiana judge whose ancesters were mexican and therefore incapable of rendering a fair verdict hes a racist
0,1.12E+18,2019-04-13 13:09:35+00:00,realdonaldtrump understand they want immigrants carefully placed in ghettos as african americans move out as usual they lie
1,1.01E+18,2018-06-24 00:58:54+00:00,lets charge the mexican government for every single illegal immigrant how can the tax payers be expected to pay for these people you need better ssi medicaid why do our senior citizens suffer while immigrants get to live for free
0,9.07E+17,2017-09-10 19:22:20+00:00,this is what you call dedication china wok open chevron apopka open my asian and indian brothers n sisters immigrants hurricaneirma
0,9.91E+17,2018-04-29 17:24:57+00:00,mnarvestad goss30goss and they hate the immigrants that are americas future and talk about thejobs they take that they refuse to do or are simply not qualified for this while europe and canada embraces them as their nations get stronger 
0,7.99E+17,2016-11-17 08:44:59+00:00,nonyabisnez lewisandsnark no one says that but the guy who won move 8 spent nov7 attacking somali immigrants 5th bullying a womanown it
0,5.09E+17,2014-09-08 18:31:45+00:00,prayers for family of murdered swissgerman immigrants to south africa ernst amp lilo boller 
0,1.12E+18,2019-05-02 14:46:31+00:00,what prison has she been sent to serve her 18 months rumor has it under direct orders from trumpputin that barr was going to suspend her sentence and send her back to russia putin at his request 
1,9.98E+17,2018-05-18 21:58:29+00:00,our nation is dysfunctional yet we never deal with racism bigotry hatred against transgenders gays immigrants we believe in bibles and bullets and thats exactly what the middle east has done for 5000 years of bloodletting at some point well have learn xo
0,1.31E+18,2020-10-10 12:56:12+00:00,some indian immigrants even professed more faith trump to get selective immigration passed than in kamala 
0,1.28E+18,2020-07-13 03:48:10+00:00,this shit is straight out of nazi germany antebellum south colonial america first they come for undocumented immigrants who is next 
1,1.02E+18,2018-07-06 22:05:52+00:00,drjaneruby immigrantlegal ee sure need more immigrants like her in this country is she a citizen yet if not she should be deported back to congo she should be made to pay the cost of removing her fromstatue
0,1.06E+18,2018-11-03 12:04:18+00:00,sweden has faced an upsurge in rape cases over the past few years with many of them linked to immigrants the negative trend has forced the government to adopt a strict law requiring explicit consent from both partners for sexual intercourse not to be considered rape
0,9.53E+17,2018-01-14 23:17:16+00:00,i love this inslaved racist land of invaders just not the bad ones from other lands unwanted by them france wants you not us 
0,1.59E+18,2022-11-12 16:48:08+00:00,johnhmcwhorter liked your music man commentary today i wonder if youve considered the musicals treatment of first generation irish immigrants the prejudice they experienced in this country is a poignant aspect of the plot as is prejudice against poor white trash tommy character
1,7.56E+17,2016-07-22 03:05:16+00:00,schneidmaster and now is going on about how mexican immigrants murder people
0,1.00E+18,2018-05-28 02:10:02+00:00,1mrjones76 shoebrian80 petermiller the number of immigrants from mexico and central america is too few heres a thought increase work permits after 5 of them no crime etc they can apply
0,6.48E+17,2015-09-26 14:43:47+00:00,elonmusk marsbeyond deadmau5 immigrants can make germany strong to 
0,1.06E+18,2018-11-04 01:26:02+00:00,tg77lead dantotoro87 ocasio2018 s are relative proportion of their disposal income to foster advancededucationopportunities as of total income quite smallbased on conversations with later immigrantssouth vietnamese same hardships challenges awaited themcost of consumer goods as of income down now
1,1.45E+18,2021-10-24 13:56:42+00:00,wescrowley senschumer immigrants are bought voters most cant speak our language but they vote democrat paid for with our tax dollars
1,1.27E+18,2020-05-26 20:07:39+00:00,itsjefftiedrich mr bone saw believes windmills cause cancer amp wants to rehire a guy he fired for lying to the fbi oh amp that guy amp his fucking moron of a son tried to kidnap a cleric amp send him back to turkey to be tortured seriously all of that happened
1,1.08E+18,2018-12-31 02:27:21+00:00,michael struggles with his italian which is typical of immigrant families despite popular notions that immigrants dont learn our language most families make the lingual switch within three generations hatm
0,8.00E+17,2016-11-20 01:42:45+00:00,impolitics my ancestors were immigrants from poland and i do know history
0,1.03E+18,2018-08-09 16:55:36+00:00,it has been proven time and time again that european immigrants especially those from western europe dont get treated the same as immigrants who are poc this is not to say that they dont have their own struggles but even when they do its not due to race 
1,1.01E+18,2018-06-22 03:30:47+00:00,potus if mexico wont stop the illegals from crossing border stop all trade with mexico an do away with nafta no stop no mex trucks in us
0,1.43E+18,2021-09-01 18:29:23+00:00,gauravlele pork is considered a dirty hence forbidden food in judaism the pig is not a holy animal if you want you can buy pork products in the uae and in israel 
0,8.07E+17,2016-12-07 17:39:11+00:00,"i would bring back water boarding and id bring back a hell of a lot more than water boarding
mexican immigrants are rapists "
0,1.14E+18,2019-06-23 23:52:34+00:00,chuckcallesto reparation for what this insane okay im an italian immigrant i also want reparation for being called all kind of horrible names and miss treated and like me immigrants from all over the worldthis bull shit got to stop nobody ows anybody anything
0,1.31E+18,2020-09-19 15:51:13+00:00,"wishiwas20 sara2001noor rhymesradical dont forget america was colonized by criminals amp religious outcasts from europe were all descendents of immigrants magas are so stupid they need to study history these stupid racists are walking the streets with guns be afraid vote blue
racistlying gop traitors have to go"
0,1.28E+18,2020-07-12 22:16:23+00:00,chuckwoolery what about poor irish immigrants who came to america in yearly 1860s and immediately went to war against slavery was it a privilege who owes whom
1,1.02E+18,2018-07-24 02:17:05+00:00,enemy of the people is an obvious one no collusion another caravans of immigrants iran 
